taxa,kingdom,phylum,class,order,family,genus,species,common_name,identification_notes,data_resource_name,sighting_date,latitude,longitude,location
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,TALITRIDAE,Arcitalitrus,sylvaticus,Lawn Prawn,,Participate,2014-10-31,-37.813,144.9802,"-37.813, 144.9802"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRADONTIFORMES,TETRADONTIDAE,Tetractenos,glaber,Smooth Toadfish,,Participate,2014-11-03,-37.8292,144.9007,"-37.8292, 144.9007"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CALLIPHORIDAE,Calliphora,augur,"Lesser Brown Blowfly, Blue-bodied Blowfly",,Participate,,-37.8293,144.9759,"-37.8293, 144.9759"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Heteronympha,merope,Common Brown,,Participate,,-37.7915,144.9624,"-37.7915, 144.9624"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,,,Halictid Bee,Instagram,,-37.8141,144.9747,"-37.8141, 144.9747"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,NABIDAE,Nabis,,,Damsel Bug,Hand written expert,,-37.7914,144.9566,"-37.7914, 144.9566"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASPARAGALES,ASPARAGACEAE,Asparagus,meyeri,Asparagus Fern,,Twitter,2014-11-14,-37.8061,144.9651,"-37.8061, 144.9651"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Phoenix,canariensis,Canary Island Date Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,ASTERACEAE,Arctotheca,calendula,Capeweed,,Participate,2014-11-03,-37.8292,144.9007,"-37.8292, 144.9007"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ARECALES,ARECACEAE,Jubaea,chilensis,Chilean Wine Palm,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,OLEACEAE,Olea,europaea,Common Olive,,Hand written via expert,2014-11-16,-37.813,144.9805,"-37.813, 144.9805"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,LAMIACEAE,Thymus,vulgaris,Common Thyme,,Hand written via expert,2014-11-14,-37.7911,144.924,"-37.7911, 144.924"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,LYTHRACEAE,Lagerstroemia,indica,Crepe Myrtle,,Hand written via expert,2014-11-14,-37.813,144.9805,"-37.813, 144.9805"
